task_number	 question_number	 questionnaire_name	 question_name	 question_response	 attempt	 study_name	 session_id
8	15	exp	brianfrnd	4	1	ybalab.daniel.death1.0001	7333894
8	16	exp	brianfrndrt	3088	1	ybalab.daniel.death1.0001	7333894
8	17	exp	brianfrndtrt	47761	1	ybalab.daniel.death1.0001	7333894
10	0	mem	briannational	1	1	ybalab.daniel.death1.0001	7333894
10	1	mem	briannationalrt	3303	1	ybalab.daniel.death1.0001	7333894
10	2	mem	briannationaltrt	4171	1	ybalab.daniel.death1.0001	7333894
10	3	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7333894
10	4	mem	jamesnationalrt	2080	1	ybalab.daniel.death1.0001	7333894
10	5	mem	jamesnationaltrt	6251	1	ybalab.daniel.death1.0001	7333894
10	6	mem	jameslive	2	1	ybalab.daniel.death1.0001	7333894
10	7	mem	jameslivert	3887	1	ybalab.daniel.death1.0001	7333894
10	8	mem	jameslivetrt	10138	1	ybalab.daniel.death1.0001	7333894
10	9	mem	brianname	2	1	ybalab.daniel.death1.0001	7333894
10	10	mem	briannamert	3528	1	ybalab.daniel.death1.0001	7333894
10	11	mem	briannametrt	13666	1	ybalab.daniel.death1.0001	7333894
10	12	mem	brianlive	2	1	ybalab.daniel.death1.0001	7333894
10	13	mem	brianlivert	3489	1	ybalab.daniel.death1.0001	7333894
10	14	mem	brianlivetrt	17155	1	ybalab.daniel.death1.0001	7333894
10	15	mem	jamesname	3	1	ybalab.daniel.death1.0001	7333894
10	16	mem	jamesnamert	3319	1	ybalab.daniel.death1.0001	7333894
10	17	mem	jamesnametrt	20474	1	ybalab.daniel.death1.0001	7333894
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7333898
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7333898
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7333898
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7333898
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7333898
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7333898
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7333898
3	2	behaviours	target2	Brian	1	ybalab.daniel.death1.0001	7333898
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7333898
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7333898
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7333898
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7333898
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7333898
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7333898
6	0	exp	target1Name	Pierre	1	ybalab.daniel.death1.0001	7333898
6	1	exp	target2Name	James	1	ybalab.daniel.death1.0001	7333898
6	2	exp	target1State	dead	1	ybalab.daniel.death1.0001	7333898
6	3	exp	target2State	alive	1	ybalab.daniel.death1.0001	7333898
6	4	exp	target1Group	France	1	ybalab.daniel.death1.0001	7333898
6	5	exp	target2Group	USA	1	ybalab.daniel.death1.0001	7333898
2	0	realstart	target1Name	Francois	1	ybalab.daniel.death1.0001	7333907
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7333907
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7333907
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7333907
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7333907
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7333907
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7333907
3	2	behaviours	target2	Brian	1	ybalab.daniel.death1.0001	7333907
3	3	behaviours	target1	Francois	1	ybalab.daniel.death1.0001	7333907
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7333907
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7333907
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7333907
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7333907
3	8	behaviours	target2Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7333907
6	0	exp	brianlike	3	1	ybalab.daniel.death1.0001	7333907
6	1	exp	brianlikert	7628	1	ybalab.daniel.death1.0001	7333907
6	2	exp	brianliketrt	7706	1	ybalab.daniel.death1.0001	7333907
6	3	exp	jameslike	2	1	ybalab.daniel.death1.0001	7333907
6	4	exp	jameslikert	2132	1	ybalab.daniel.death1.0001	7333907
6	5	exp	jamesliketrt	9838	1	ybalab.daniel.death1.0001	7333907
6	6	exp	brianfrnd	5	1	ybalab.daniel.death1.0001	7333907
6	7	exp	brianfrndrt	3380	1	ybalab.daniel.death1.0001	7333907
6	8	exp	brianfrndtrt	13218	1	ybalab.daniel.death1.0001	7333907
6	9	exp	jamesfrnd	3	1	ybalab.daniel.death1.0001	7333907
6	10	exp	jamesfrndrt	1358	1	ybalab.daniel.death1.0001	7333907
6	11	exp	jamesfrndtrt	14576	1	ybalab.daniel.death1.0001	7333907
6	12	exp	jamestrst	1	1	ybalab.daniel.death1.0001	7333907
6	13	exp	jamestrstrt	2714	1	ybalab.daniel.death1.0001	7333907
6	14	exp	jamestrsttrt	17290	1	ybalab.daniel.death1.0001	7333907
6	15	exp	briantrst	2	1	ybalab.daniel.death1.0001	7333907
6	16	exp	briantrstrt	1802	1	ybalab.daniel.death1.0001	7333907
6	17	exp	briantrsttrt	19092	1	ybalab.daniel.death1.0001	7333907
8	1	iat	feedback	Your data suggest a moderate implicit preference for Francois compared to Brian	1	ybalab.daniel.death1.0001	7333907
8	2	iat	score	0.62	1	ybalab.daniel.death1.0001	7333907
8	3	iat	block3Cond	Pleasant/Brian,Unpleasant/Francois	1	ybalab.daniel.death1.0001	7333907
10	0	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7333907
10	1	mem	jamesnationalrt	5229	1	ybalab.daniel.death1.0001	7333907
10	2	mem	jamesnationaltrt	5306	1	ybalab.daniel.death1.0001	7333907
10	3	mem	jameslive	1	1	ybalab.daniel.death1.0001	7333907
10	4	mem	jameslivert	3132	1	ybalab.daniel.death1.0001	7333907
10	5	mem	jameslivetrt	8438	1	ybalab.daniel.death1.0001	7333907
10	6	mem	briannational	1	1	ybalab.daniel.death1.0001	7333907
10	7	mem	briannationalrt	2535	1	ybalab.daniel.death1.0001	7333907
10	8	mem	briannationaltrt	10973	1	ybalab.daniel.death1.0001	7333907
10	9	mem	brianname	2	1	ybalab.daniel.death1.0001	7333907
10	10	mem	briannamert	4305	1	ybalab.daniel.death1.0001	7333907
10	11	mem	briannametrt	15278	1	ybalab.daniel.death1.0001	7333907
10	12	mem	brianlive	2	1	ybalab.daniel.death1.0001	7333907
10	13	mem	brianlivert	1770	1	ybalab.daniel.death1.0001	7333907
10	14	mem	brianlivetrt	17048	1	ybalab.daniel.death1.0001	7333907
10	15	mem	jamesname	3	1	ybalab.daniel.death1.0001	7333907
10	16	mem	jamesnamert	3138	1	ybalab.daniel.death1.0001	7333907
10	17	mem	jamesnametrt	20186	1	ybalab.daniel.death1.0001	7333907
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7333983
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7333983
2	2	realstart	target1State	alive	1	ybalab.daniel.death1.0001	7333983
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7333983
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7333983
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7333983
3	1	behaviours	target1State	lives	1	ybalab.daniel.death1.0001	7333983
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7333983
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7333983
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7333983
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7333983
3	6	behaviours	target1Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7333983
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7333983
3	8	behaviours	target2Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7333983
2	0	realstart	target1Name	Brian	1	ybalab.daniel.death1.0001	7334003
2	1	realstart	target2Name	Francois	1	ybalab.daniel.death1.0001	7334003
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7334003
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7334003
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7334003
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7334003
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7334003
3	2	behaviours	target2	Francois	1	ybalab.daniel.death1.0001	7334003
3	3	behaviours	target1	Brian	1	ybalab.daniel.death1.0001	7334003
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7334003
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7334003
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7334003
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7334003
3	8	behaviours	target2Where	 in his home (in 	1	ybalab.daniel.death1.0001	7334003
6	0	exp	jamestrst	6	1	ybalab.daniel.death1.0001	7334003
6	1	exp	jamestrstrt	6007	1	ybalab.daniel.death1.0001	7334003
6	2	exp	jamestrsttrt	6048	1	ybalab.daniel.death1.0001	7334003
6	3	exp	jameslike	6	1	ybalab.daniel.death1.0001	7334003
6	4	exp	jameslikert	2445	1	ybalab.daniel.death1.0001	7334003
6	5	exp	jamesliketrt	8493	1	ybalab.daniel.death1.0001	7334003
6	6	exp	brianlike	6	1	ybalab.daniel.death1.0001	7334003
6	7	exp	brianlikert	1779	1	ybalab.daniel.death1.0001	7334003
6	8	exp	brianliketrt	10272	1	ybalab.daniel.death1.0001	7334003
6	9	exp	jamesfrnd	7	1	ybalab.daniel.death1.0001	7334003
6	10	exp	jamesfrndrt	2701	1	ybalab.daniel.death1.0001	7334003
6	11	exp	jamesfrndtrt	12973	1	ybalab.daniel.death1.0001	7334003
6	12	exp	briantrst	6	1	ybalab.daniel.death1.0001	7334003
6	13	exp	briantrstrt	2532	1	ybalab.daniel.death1.0001	7334003
6	14	exp	briantrsttrt	15505	1	ybalab.daniel.death1.0001	7334003
6	15	exp	brianfrnd	6	1	ybalab.daniel.death1.0001	7334003
6	16	exp	brianfrndrt	2062	1	ybalab.daniel.death1.0001	7334003
6	17	exp	brianfrndtrt	17567	1	ybalab.daniel.death1.0001	7334003
8	1	iat	feedback	Your data suggest a strong implicit preference for Francois compared to Brian	1	ybalab.daniel.death1.0001	7334003
8	2	iat	score	-1.02	1	ybalab.daniel.death1.0001	7334003
8	3	iat	block3Cond	Pleasant/Brian,Unpleasant/Francois	1	ybalab.daniel.death1.0001	7334003
10	0	mem	jamesname	2	1	ybalab.daniel.death1.0001	7334003
10	1	mem	jamesnamert	3092	1	ybalab.daniel.death1.0001	7334003
10	2	mem	jamesnametrt	3253	1	ybalab.daniel.death1.0001	7334003
10	3	mem	brianlive	2	1	ybalab.daniel.death1.0001	7334003
10	4	mem	brianlivert	2356	1	ybalab.daniel.death1.0001	7334003
10	5	mem	brianlivetrt	5609	1	ybalab.daniel.death1.0001	7334003
10	6	mem	jameslive	2	1	ybalab.daniel.death1.0001	7334003
10	7	mem	jameslivert	1834	1	ybalab.daniel.death1.0001	7334003
10	8	mem	jameslivetrt	7443	1	ybalab.daniel.death1.0001	7334003
10	9	mem	brianname	3	1	ybalab.daniel.death1.0001	7334003
10	10	mem	briannamert	1867	1	ybalab.daniel.death1.0001	7334003
10	11	mem	briannametrt	9310	1	ybalab.daniel.death1.0001	7334003
10	12	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7334003
10	13	mem	jamesnationalrt	1998	1	ybalab.daniel.death1.0001	7334003
10	14	mem	jamesnationaltrt	11308	1	ybalab.daniel.death1.0001	7334003
10	15	mem	briannational	3	1	ybalab.daniel.death1.0001	7334003
10	16	mem	briannationalrt	1715	1	ybalab.daniel.death1.0001	7334003
10	17	mem	briannationaltrt	13023	1	ybalab.daniel.death1.0001	7334003
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7334029
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7334029
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7334029
2	3	realstart	target2State	dead	1	ybalab.daniel.death1.0001	7334029
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7334029
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7334029
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7334029
3	2	behaviours	target2	Brian	1	ybalab.daniel.death1.0001	7334029
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7334029
3	4	behaviours	target2State	died last week	1	ybalab.daniel.death1.0001	7334029
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7334029
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7334029
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7334029
3	8	behaviours	target2Where	 in his home (in 	1	ybalab.daniel.death1.0001	7334029
6	1	iat	feedback	Your data suggest a moderate implicit preference for Brian compared to Pierre	1	ybalab.daniel.death1.0001	7334029
6	2	iat	score	-0.53	1	ybalab.daniel.death1.0001	7334029
6	3	iat	block3Cond	Pleasant/Pierre,Unpleasant/Brian	1	ybalab.daniel.death1.0001	7334029
8	0	exp	brianfrnd	4	1	ybalab.daniel.death1.0001	7334029
8	1	exp	brianfrndrt	23692	1	ybalab.daniel.death1.0001	7334029
8	2	exp	brianfrndtrt	23788	1	ybalab.daniel.death1.0001	7334029
8	3	exp	jameslike	3	1	ybalab.daniel.death1.0001	7334029
8	4	exp	jameslikert	4793	1	ybalab.daniel.death1.0001	7334029
8	5	exp	jamesliketrt	28581	1	ybalab.daniel.death1.0001	7334029
8	6	exp	brianlike	3	1	ybalab.daniel.death1.0001	7334029
8	7	exp	brianlikert	6527	1	ybalab.daniel.death1.0001	7334029
8	8	exp	brianliketrt	35108	1	ybalab.daniel.death1.0001	7334029
8	9	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7334029
8	10	exp	jamestrstrt	5859	1	ybalab.daniel.death1.0001	7334029
8	11	exp	jamestrsttrt	40967	1	ybalab.daniel.death1.0001	7334029
8	12	exp	briantrst	4	1	ybalab.daniel.death1.0001	7334029
8	13	exp	briantrstrt	1339	1	ybalab.daniel.death1.0001	7334029
8	14	exp	briantrsttrt	42306	1	ybalab.daniel.death1.0001	7334029
8	15	exp	jamesfrnd	3	1	ybalab.daniel.death1.0001	7334029
8	16	exp	jamesfrndrt	4094	1	ybalab.daniel.death1.0001	7334029
8	17	exp	jamesfrndtrt	46400	1	ybalab.daniel.death1.0001	7334029
10	0	mem	jamesname	4	1	ybalab.daniel.death1.0001	7334029
10	1	mem	jamesnamert	2455	1	ybalab.daniel.death1.0001	7334029
10	2	mem	jamesnametrt	2550	1	ybalab.daniel.death1.0001	7334029
10	3	mem	jameslive	2	1	ybalab.daniel.death1.0001	7334029
10	4	mem	jameslivert	2609	1	ybalab.daniel.death1.0001	7334029
10	5	mem	jameslivetrt	5159	1	ybalab.daniel.death1.0001	7334029
10	6	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7334029
10	7	mem	jamesnationalrt	2193	1	ybalab.daniel.death1.0001	7334029
10	8	mem	jamesnationaltrt	7352	1	ybalab.daniel.death1.0001	7334029
10	9	mem	brianlive	2	1	ybalab.daniel.death1.0001	7334029
10	10	mem	brianlivert	1980	1	ybalab.daniel.death1.0001	7334029
10	11	mem	brianlivetrt	9332	1	ybalab.daniel.death1.0001	7334029
10	12	mem	brianname	2	1	ybalab.daniel.death1.0001	7334029
10	13	mem	briannamert	2161	1	ybalab.daniel.death1.0001	7334029
10	14	mem	briannametrt	11493	1	ybalab.daniel.death1.0001	7334029
10	15	mem	briannational	1	1	ybalab.daniel.death1.0001	7334029
10	16	mem	briannationalrt	2834	1	ybalab.daniel.death1.0001	7334029
10	17	mem	briannationaltrt	14327	1	ybalab.daniel.death1.0001	7334029
2	0	realstart	target1Name	Pierre	1	ybalab.daniel.death1.0001	7334034
2	1	realstart	target2Name	Brian	1	ybalab.daniel.death1.0001	7334034
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7334034
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7334034
2	4	realstart	target1Group	France	1	ybalab.daniel.death1.0001	7334034
2	5	realstart	target2Group	USA	1	ybalab.daniel.death1.0001	7334034
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7334034
3	2	behaviours	target2	Brian	1	ybalab.daniel.death1.0001	7334034
3	3	behaviours	target1	Pierre	1	ybalab.daniel.death1.0001	7334034
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7334034
3	5	behaviours	target1Location	France	1	ybalab.daniel.death1.0001	7334034
3	6	behaviours	target1Where	 at his place of work (in 	1	ybalab.daniel.death1.0001	7334034
3	7	behaviours	target2Location	the USA	1	ybalab.daniel.death1.0001	7334034
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7334034
6	0	exp	jameslike	4	1	ybalab.daniel.death1.0001	7334034
6	1	exp	jameslikert	11597	1	ybalab.daniel.death1.0001	7334034
6	2	exp	jamesliketrt	11828	1	ybalab.daniel.death1.0001	7334034
6	3	exp	briantrst	2	1	ybalab.daniel.death1.0001	7334034
6	4	exp	briantrstrt	10380	1	ybalab.daniel.death1.0001	7334034
6	5	exp	briantrsttrt	22208	1	ybalab.daniel.death1.0001	7334034
6	6	exp	jamesfrnd	4	1	ybalab.daniel.death1.0001	7334034
6	7	exp	jamesfrndrt	6443	1	ybalab.daniel.death1.0001	7334034
6	8	exp	jamesfrndtrt	28651	1	ybalab.daniel.death1.0001	7334034
6	9	exp	jamestrst	4	1	ybalab.daniel.death1.0001	7334034
6	10	exp	jamestrstrt	5317	1	ybalab.daniel.death1.0001	7334034
6	11	exp	jamestrsttrt	33968	1	ybalab.daniel.death1.0001	7334034
6	12	exp	brianlike	1	1	ybalab.daniel.death1.0001	7334034
6	13	exp	brianlikert	8786	1	ybalab.daniel.death1.0001	7334034
6	14	exp	brianliketrt	42754	1	ybalab.daniel.death1.0001	7334034
6	15	exp	brianfrnd	4	1	ybalab.daniel.death1.0001	7334034
6	16	exp	brianfrndrt	15215	1	ybalab.daniel.death1.0001	7334034
6	17	exp	brianfrndtrt	57969	1	ybalab.daniel.death1.0001	7334034
8	1	iat	feedback	Your data suggest a slight implicit preference for Brian compared to Pierre	1	ybalab.daniel.death1.0001	7334034
8	2	iat	score	-0.31	1	ybalab.daniel.death1.0001	7334034
8	3	iat	block3Cond	Pleasant/Brian,Unpleasant/Pierre	1	ybalab.daniel.death1.0001	7334034
10	0	mem	brianlive	1	1	ybalab.daniel.death1.0001	7334034
10	1	mem	brianlivert	5104	1	ybalab.daniel.death1.0001	7334034
10	2	mem	brianlivetrt	5142	1	ybalab.daniel.death1.0001	7334034
10	3	mem	jamesname	4	1	ybalab.daniel.death1.0001	7334034
10	4	mem	jamesnamert	3590	1	ybalab.daniel.death1.0001	7334034
10	5	mem	jamesnametrt	8732	1	ybalab.daniel.death1.0001	7334034
10	6	mem	brianname	2	1	ybalab.daniel.death1.0001	7334034
10	7	mem	briannamert	3576	1	ybalab.daniel.death1.0001	7334034
10	8	mem	briannametrt	12308	1	ybalab.daniel.death1.0001	7334034
10	9	mem	jameslive	2	1	ybalab.daniel.death1.0001	7334034
10	10	mem	jameslivert	3292	1	ybalab.daniel.death1.0001	7334034
10	11	mem	jameslivetrt	15600	1	ybalab.daniel.death1.0001	7334034
10	12	mem	briannational	1	1	ybalab.daniel.death1.0001	7334034
10	13	mem	briannationalrt	3275	1	ybalab.daniel.death1.0001	7334034
10	14	mem	briannationaltrt	18875	1	ybalab.daniel.death1.0001	7334034
10	15	mem	jamesnational	3	1	ybalab.daniel.death1.0001	7334034
10	16	mem	jamesnationalrt	1893	1	ybalab.daniel.death1.0001	7334034
10	17	mem	jamesnationaltrt	20768	1	ybalab.daniel.death1.0001	7334034
2	0	realstart	target1Name	James	1	ybalab.daniel.death1.0001	7334037
2	1	realstart	target2Name	Pierre	1	ybalab.daniel.death1.0001	7334037
2	2	realstart	target1State	dead	1	ybalab.daniel.death1.0001	7334037
2	3	realstart	target2State	alive	1	ybalab.daniel.death1.0001	7334037
2	4	realstart	target1Group	USA	1	ybalab.daniel.death1.0001	7334037
2	5	realstart	target2Group	France	1	ybalab.daniel.death1.0001	7334037
3	1	behaviours	target1State	died last week	1	ybalab.daniel.death1.0001	7334037
3	2	behaviours	target2	Pierre	1	ybalab.daniel.death1.0001	7334037
3	3	behaviours	target1	James	1	ybalab.daniel.death1.0001	7334037
3	4	behaviours	target2State	lives	1	ybalab.daniel.death1.0001	7334037
3	5	behaviours	target1Location	the USA	1	ybalab.daniel.death1.0001	7334037
3	6	behaviours	target1Where	 in his home (in 	1	ybalab.daniel.death1.0001	7334037
3	7	behaviours	target2Location	France	1	ybalab.daniel.death1.0001	7334037
3	8	behaviours	target2Where	 in his hometown (in 	1	ybalab.daniel.death1.0001	7334037
6	0	exp	briantrst	5	1	ybalab.daniel.death1.0001	7334037
6	1	exp	briantrstrt	15078	1	ybalab.daniel.death1.0001	7334037
6	2	exp	briantrsttrt	15098	1	ybalab.daniel.death1.0001	7334037
6	3	exp	jamestrst	5	1	ybalab.daniel.death1.0001	7334037
6	4	exp	jamestrstrt	6742	1	ybalab.daniel.death1.0001	7334037
6	5	exp	jamestrsttrt	21840	1	ybalab.daniel.death1.0001	7334037
6	6	exp	jameslike	4	1	ybalab.daniel.death1.0001	7334037
6	7	exp	jameslikert	8494	1	ybalab.daniel.death1.0001	7334037
6	8	exp	jamesliketrt	30334	1	ybalab.daniel.death1.0001	7334037
6	9	exp	jamesfrnd	5	1	ybalab.daniel.death1.0001	7334037
6	10	exp	jamesfrndrt	8099	1	ybalab.daniel.death1.0001	7334037
6	11	exp	jamesfrndtrt	38433	1	ybalab.daniel.death1.0001	7334037
6	12	exp	brianfrnd	5	1	ybalab.daniel.death1.0001	7334037
6	13	exp	brianfrndrt	5686	1	ybalab.daniel.death1.0001	7334037
6	14	exp	brianfrndtrt	44119	1	ybalab.daniel.death1.0001	7334037
6	15	exp	brianlike	4	1	ybalab.daniel.death1.0001	7334037
6	16	exp	brianlikert	3411	1	ybalab.daniel.death1.0001	7334037
6	17	exp	brianliketrt	47530	1	ybalab.daniel.death1.0001	7334037
8	1	iat	feedback	Your data suggest a slight implicit preference for James compared to Pierre	1	ybalab.daniel.death1.0001	7334037
8	2	iat	score	0.16	1	ybalab.daniel.death1.0001	7334037
8	3	iat	block3Cond	Pleasant/Pierre,Unpleasant/James	1	ybalab.daniel.death1.0001	7334037
10	0	mem	jamesnational	1	1	ybalab.daniel.death1.0001	7334037
10	1	mem	jamesnationalrt	5390	1	ybalab.daniel.death1.0001	7334037
10	2	mem	jamesnationaltrt	5440	1	ybalab.daniel.death1.0001	7334037
10	3	mem	briannational	3	1	ybalab.daniel.death1.0001	7334037
10	4	mem	briannationalrt	3224	1	ybalab.daniel.death1.0001	7334037
10	5	mem	briannationaltrt	8664	1	ybalab.daniel.death1.0001	7334037
10	6	mem	jameslive	2	1	ybalab.daniel.death1.0001	7334037
10	7	mem	jameslivert	3402	1	ybalab.daniel.death1.0001	7334037
10	8	mem	jameslivetrt	12066	1	ybalab.daniel.death1.0001	7334037
10	9	mem	jamesname	1	1	ybalab.daniel.death1.0001	7334037
10	10	mem	jamesnamert	4428	1	ybalab.daniel.death1.0001	7334037
